ObjectName;FieldName;Type;Properties;Description
OrderItem;LineNumber;int;Create, Filter, Group, Nillable, Sort;Used to organize lines on the order. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;ListPrice;currency;Create, Filter, Nillable, Sort;List price for the order product. Value is inherited from the associated PriceBookEntry upon order product creation.
OrderItem;OrderDeliveryGroupId;reference;Create, Filter, Group, Nillable, Sort, Update;The delivery group for the order product. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;OrderId;reference;Create, Filter, Group, Sort;ID of the order that this order product is a child of.
OrderItem;OrderItemNumber;string;Autonumber, Defaulted on create, Filter, idLookup, Sort;Automatically generated number that identifies the order product.
OrderItem;OriginalOrderItemId;reference;Create, Filter, Group, Nillable, Sort;Required if isReductionOrder on the parent order is true. ID of the original order product being reduced.
OrderItem;PricebookEntryId;reference;Create, Filter, Group, Sort;Required. ID of the associated PricebookEntry. This field must be specified when creating OrderItem records. It can’t be changed in an update.
OrderItem;Product2Id;reference;Create, Filter, Group, Nillable, Sort;ID of the Product2 associated with this OrderItem.
OrderItem;Quantity;double;Create, Filter, Sort, Update;Number of units of this order product.
OrderItem;QuoteLineItemId;reference;Create, Filter, Group, Sort, Update;ID of the associated quote line item.If this field is specified, the quote line item’s QuoteId must match the QuoteId for the order product’s parent order.
OrderItem;RelatedOrderItemID;reference;Filter, Sort, Group;For change orders, shows the original order product. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;RoundedLineAmount;currency;Filter, Sort;The rounded line amount, before tax and adjustments. Currency with decimal values of 0.5 and higher are rounded to the next-highest whole unit of currency. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;RoundedLineAmtWithTax;currency;Filter, Nillable, Sort;The rounded line amount, including tax. Currency with decimal values of 0.5 and higher are rounded to the next-highest whole unit of currency. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v49.0 and later.
OrderItem;ServiceDate;date;Create, Filter, Group, Nillable, Sort, Update;Start date for the order product. Label is Start Date.
OrderItem;TotalAdjustedLineTaxAmount;currency;Filter, Sort;Sum of line tax amount and line adjustment tax amounts. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;TotalAdjustmentAmount;currency;Filter, Sort;Roll-up of all the order product’s price adjustments. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;TotalAdjustmentAmtWithTax;currency;Filter, Sort;Roll-up of all the order product’s price adjustments, including tax. This is a gross tax field. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v49.0 and later.
OrderItem;TotalAdjustmentDistAmount;currency;Filter, Sort;Roll-up of all adjustments on the order. Used only if the OrderAdjustmentGroup has a Type value of Header. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;TotalAdjustmentDistTaxAmount;currency;Filter, Sort;Roll-up of all adjustment tax amounts on the order. Used only if the OrderAdjustmentGroup has a Type value of Header. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;TotalAdjustmentDistAmtWithTax;currency;Filter, Sort;Roll-up of all adjustment tax amounts on the order, including tax. Used only if the OrderAdjustmentGroup has a Type value of Header. This is a gross tax field. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v49.0 and later.
OrderItem;TotalAdjustmentTaxAmount;currency;Filter, Sort;Sum of all the order product’s tax adjustments. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;TotalAmtWithTax;currency;Filter, Nillable, Sort;Equals TotalPrice + TotalTaxAmount for the order item. This is a gross tax field. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v49.0 and later.
OrderItem;TotalLineAdjustmentAmount;currency;Filter, Sort;The sum of line-level adjustments for the order product. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;TotalLineAdjustmentAmtWithTax;currency;Filter, Sort;The sum of line-level adjustments for the order product, including tax. This is a gross tax field. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v49.0 and later.
OrderItem;TotalLineAdjustmentTaxAmount;currency;Filter, Sort;Total tax amount for adjustments made to the order product. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;TotalLineAmount;currency;Create, Filter, Nillable, Sort, Update;The total price of the order product, before price adjustments, inclusive of quantity. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;TotalLineTaxAmount;currency;Filter, Sort;Total tax amount for this order product, excluding tax on adjustments. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;TotalPrice;currency;Filter, Nillable, Sort;Total price for this order product. The calculations for this field’s value are different if Commerce Orders is enabled. Default Value TotalPrice = (UnitPrice * Quantity) Commerce Orders If TotalLineAmount is null, (UnitPrice * Quantity) is sent to RoundedLineAmount and rounded. It is then sent to Total Price. Otherwise, TotalLineAmount is sent to RoundedLineAmount, rounded, and then sent to TotalPrice. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;TotalTaxAmount;currency;Filter, Sort;Sum of the order product’s tax and any adjustments. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;Type;picklist;Create, Filter, Group, Nillable, Restricted picklist, Sort, Update;Describes what the order item represents. Possible values are: Delivery Charge — An extra charge made against an order. Order Product — An item that the customer has bought. To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
OrderItem;TypeCode;picklist;Filter, Group, Nillable, Restricted picklist, Sort;Code for the order product. Possible values are: Charge Product To access Commerce Orders fields, your org must have a Salesforce Order Management license. Commerce Orders fields are available only in Lightning Experience. This field is available in API v48.0 and later.
